Titolo;Funzione;Intervento;Cod Mecc;Capitolo;Denominazione ;Imp.prev. 2012;Imp.prev. 2013;Imp.prev. 2014
1;5;3;1050203;U28750000;REIMPIEGO DI SPONSORIZZAZIONI PER INIZIATIVE E ATTIVITA' CULTURALI;0;0;0
1;5;3;1050203;U28760000;REIMPIEGO DEL CONTRIBUTO DELLE FONDAZIONI PER LE MANIFESTAZIONI;0;0;0
1;5;3;1050203;U28760050;REIMPIEGO DEL CONTRIBUTO DELLE FONDAZIONI PER INIZIATIVE E ATTIVITA';0;0;0
1;5;3;1050203;U28770000;REIMPIEGO DEI CONTRIBUTI DI ENTI VARI, FONDAZIONI E PRIVATI PER;0;0;0
1;5;3;1050203;U28780000;REIMPIEGO DEI CONTRIBUTI DI ALTRI ENTI PUBBLICI PER ATTIVITA' CULTURALI;10000;10000;10000
1;5;3;1050203;U28780050;REIMPIEGO DEI CONTRIBUTI DI ALTRI ENTI PUBBLICI PER LA REALIZZAZIONE DI;0;0;0
1;5;3;1050203;U28780100;REIMPIEGO CONTRIBUTI DA ALTRI ENTI PUBBLICI - ANCI - PER IL PROGETTO;0;0;0
1;5;3;1050203;U28790000;REIMPIEGO DEI CONTRIBUTI DELLE FONDAZIONI PER LA REALIZZAZIONE DI;0;0;0
1;5;3;1050203;U28800050;CULTURA: PRESTAZIONI DI SERVIZI VARI;143656,37;143656,37;143656,37
1;5;3;1050203;U28800300;CULTURA: PRESTAZIONI DI SERVIZI PER ATTIVITA' TEATRALI E MUSICALI;0;0;0
1;5;3;1050203;U28800400;CULTURA: REIMPIEGO DEI CONTRIBUTI DEL COMITATO BOLOGNA 2000 PER LA;0;0;0
1;5;3;1050203;U28810000;"REIMPIEGO CONTRIBUTI DELLE FONDAZIONI PER IL PROGETTO ""CULTURE II""";0;0;0
1;5;3;1050203;U28820000;REIMPIEGO DEL CONTRIBUTO DELLA COMMISSIONE EUROPEA PER LA REALIZZAZIONE;0;0;0
1;5;3;1050203;U28830000;PREMIO LETTERARIO NAVILE CITTA' DI BOLOGNA: REIMPIEGO DEL CONTRIBUTO;0;0;0
1;5;3;1050203;U28830050;PREMIO LETTERARIO NAVILE CITTA' DI BOLOGNA: REIMPIEGO DEL CONTRIBUTO;0;0;0
1;5;3;1050203;U28830100;PREMIO LETTERARIO NAVILE CITTA' DI BOLOGNA: REIMPIEGO DELLE;1500;0;0
1;5;3;1050203;U28835000;ATTIVITA' CULTURALI E RICREATIVE DEL QUARTIERE NAVILE: REIMPIEGO;0;0;0
1;5;3;1050203;U28835050;ATTIVITA' CULTURALI E RICREATIVE DEL QUARTIERE NAVILE: REIMPIEGO;16290;16290;16290
1;5;3;1050203;U28835100;ATTIVITA' CULTURALI E RICREATIVE DEL QUARTIERE NAVILE: SPESE DI GESTIONE;0;0;0
1;5;3;1050203;U28850050;INIZIATIVE A SOSTEGNO DELLO SVILUPPO DELLE ATTIVITA' TURISTICHE E;0;0;0
1;5;3;1050203;U28850100;INIZIATIVE A SOSTEGNO DELLO SVILUPPO DELLE ATTIVITA' TURISTICHE E;0;0;0
1;5;3;1050203;U28850150;INIZIATIVE A SOSTEGNO DELLO SVILUPPO DELLE ATTIVITA' TURISTICHE E;0;0;0
1;5;3;1050203;U28860000;SPESE PER TELECOMUNICAZIONI: SERVIZI DIVERSI NEL SETTORE CULTURALE;44680;44680;44680
1;5;3;1050203;U28870000;SERVIZI DIVERSI E SPESE ECONOMALI VARIE PER LA GESTIONE DI IMMOBILI;122400;122400;122400
1;5;3;1050203;U28900000;PRESTAZIONI DI SERVIZI: SPESE ECONOMALI VARIE (ATTIVITA' CULTURALI E;230000;230000;230000
1;5;4;1050204;U29000000;FITTI DI IMMOBILI (ATTIVITA' CULTURALI E SERVIZI DIVERSI NEL SETTORE;241000;245800;250600
1;5;4;1050204;U29000100;FITTI DI IMMOBILI (TEATRI);283000;288600;294200
1;5;5;1050205;U29100000;CONTRIBUTI ED EROGAZIONI VARIE AD ENTI CULTURALI DIVERSI;0;0;0
1;5;5;1050205;U29130000;PREMIO LETTERARIO NAVILE CITTA' DI BOLOGNA - REIMPIEGO DEI CONTRIBUTI;1239,6;1239,6;1239,6
1;5;5;1050205;U29150000;REIMPIEGO DEL CONTRIBUTO DELLA COMMISSIONE EUROPEA PER LA REALIZZAZIONE;0;0;0
1;5;5;1050205;U29160000;REIMPIEGO DEL CONTRIBUTO DELLA PROVINCIA PER ATTIVITA' SOCIO CULTURALI;0;0;0
1;5;5;1050205;U29170050;REIMPIEGO DEI CONTRIBUTI DELLE FONDAZIONI PER ATTIVITA' CULTURALI -;0;0;0
1;5;5;1050205;U29170100;"REIMPIEGO CONTRIBUTI DELLE FONDAZIONI PER IL PROGETTO ""CULTURE II""";0;0;0
1;5;5;1050205;U29180000;REIMPIEGO DEL CONTRIBUTO DELLA COMMISSIONE EUROPEA PER LA REALIZZAZIONE;0;0;0
1;5;5;1050205;U29290000;REIMPIEGO DEI CONTRIBUTI DELLE FONDAZIONI PER LA REALIZZAZIONE DI;0;0;0
1;5;5;1050205;U29300000;TEATRO COMUNALE: CONTRIBUTO PER IL FUNZIONAMENTO;1994433,63;1394433,63;1394433,63
1;5;5;1050205;U29340000;REIMPIEGO CONTRIBUTI DI ALTRI ENTI PUBBLICI PER ATTIVITA' CULTURALI;0;0;0
1;5;5;1050205;U29350000;REIMPIEGO DEI CONTRIBUTI DELLE FONDAZIONI BANCARIE PER ATTIVITA';0;0;0
1;5;5;1050205;U29360000;REIMPIEGO DEL CONTRIBUTO DELLE FONDAZIONI PER LE MANIFESTAZIONI;0;0;0
1;5;5;1050205;U29370000;REIMPIEGO DI SPONSORIZZAZIONI PER INIZIATIVE E ATTIVITA' CULTURALI -;0;0;0
1;5;5;1050205;U29380000;REIMPIEGO DEI CONTRIBUTI DI ENTI VARI, FONDAZIONI E PRIVATI PER;0;0;0
1;5;5;1050205;U29390000;REIMPIEGO CONTRIBUTI DA ALTRI ENTI PUBBLICI - ANCI - PER IL PROGETTO;0;0;0
1;5;5;1050205;U29400050;EROGAZIONI PER ATTIVITA' CULTURALI VARIE;1514500;1514500;1514500
1;5;5;1050205;U29400300;"EROGAZIONE AL ""COMITATO PER BOLOGNA CITTA' EUROPEA DELLA CULTURA 2000""";0;0;0
1;5;5;1050205;U29500050;EROGAZIONE AL CONSORZIO UNIVERSITA' CITTA' DI BOLOGNA;0;0;0
1;5;5;1050205;U29500150;EROGAZIONE ALL'UNIVERSITA' DEGLI STUDI ED ISTITUTI ANNESSI - FACOLTA' DI;26;26;26
1;5;5;1050205;U29500400;EROGAZIONE: CONTRIBUTO OBBLIGATORIO ALLO STATO PER IL CONSERVATORIO DI;284;284;284
1;5;6;1050206;U29600000;INTERESSI PASSIVI - SERVIZI CULTURALI DIVERSI;260595,42;212583,83;164532,93
1;5;8;1050208;U29750050;GESTIONE LIQUIDATORIA COMITATO BOLOGNA 2000: REALIZZAZIONE PROGETTI;0;0;0
1;5;8;1050208;U29750100;GESTIONE LIQUIDATORIA COMITATO BOLOGNA 2000: SPESE DI FUNZIONAMENTO;0;0;0
1;5;8;1050208;U29750150;GESTIONE LIQUIDATORIA COMITATO BOLOGNA 2000: ACCANTONAMENTI PER FONDI;0;0;0
1;5;8;1050208;U29760000;REIMPIEGO DEI FONDI DERIVANTI DALLA CONVENZIONE TRA COMUNE E PREFETTURA;0;0;0
1;6;1;1060101;U30000000;SPESE DI PERSONALE;0;0;0
1;6;3;1060103;U30200000;PRESTAZIONI DI SERVIZI PER L'UTILIZZO DEGLI IMPIANTI NATATORI - SERVIZIO;1665141,32;1665141,32;1665141,32
1;6;6;1060106;U30400000;INTERESSI PASSIVI - PISCINE;317096,94;284465,35;251602,38
1;6;1;1060201;U30600000;SPESE DI PERSONALE;450000;475000;475000
1;6;2;1060202;U30700000;ACQUISTO BENI DI CONSUMO PER LA GESTIONE DEGLI IMPIANTI SPORTIVI -;10000;10000;10000
1;6;3;1060203;U30810000;Q.RE BORGO PANIGALE: IMPIANTI SPORTIVI - PRESTAZIONI DI SERVIZI;109000;109000;109000
1;6;3;1060203;U30820000;Q.RE NAVILE: IMPIANTI SPORTIVI - PRESTAZIONI DI SERVIZI;450160,01;523189,29;523189,29
1;6;3;1060203;U30830000;Q.RE PORTO: IMPIANTI SPORTIVI - PRESTAZIONI DI SERVIZI;68300;68300;68300
1;6;3;1060203;U30840000;Q.RE RENO: IMPIANTI SPORTIVI - PRESTAZIONI DI SERVIZI;332751;332751;332751
1;6;3;1060203;U30850000;Q.RE SAN DONATO: IMPIANTI SPORTIVI - PRESTAZIONI DI SERVIZI;67000;67000;67000
1;6;3;1060203;U30860000;Q.RE SANTO STEFANO: IMPIANTI SPORTIVI - PRESTAZIONI DI SERVIZI;53000;53000;53000
1;6;3;1060203;U30870000;Q.RE SAN VITALE: IMPIANTI SPORTIVI - PRESTAZIONI DI SERVIZI;70000;70000;70000
1;6;3;1060203;U30880000;Q.RE SARAGOZZA: IMPIANTI SPORTIVI - PRESTAZIONI DI SERVIZI;51050;51050;51050
1;6;3;1060203;U30890000;Q.RE SAVENA: IMPIANTI SPORTIVI - PRESTAZIONI DI SERVIZI;171000;171000;171000
1;6;3;1060203;U30900000;REIMPIEGO DEL CONTRIBUTO DELLO STATO PER IL FUNZIONAMENTO DEL CAMPO;5164,57;5164,57;5164,57
1;6;3;1060203;U30910000;REIMPIEGO CONTRIBUTO DELLE FONDAZIONI PER LA REALIZZAZIONE DEL PROGETTO;0;0;0
1;6;3;1060203;U31000000;PRESTAZIONI DI SERVIZI PER LA GESTIONE E L'UTILIZZO DI IMPIANTI SPORTIVI;230000;230000;230000
1;6;3;1060203;U31050000;SPESE PER TELECOMUNICAZIONI: IMPIANTI SPORTIVI - SERVIZIO RILEVANTE AGLI;2248;2248;2248
1;6;3;1060203;U31060000;CONSERVAZIONE, MANUTENZIONE ED INTERVENTI VARI RELATIVI AGLI IMMOBILI ED;327000;409500;409500
1;6;3;1060203;U31100000;PRESTAZIONI DI SERVIZI: SPESE ECONOMALI VARIE (STADIO, PALAZZO DELLO;504000;250000;250000
1;6;4;1060204;U31200000;FITTI DI IMMOBILI (IMPIANTI SPORTIVI) - SERVIZIO RILEVANTE AGLI EFFETTI;8900;9100;9300
1;6;6;1060206;U31300000;INTERESSI PASSIVI - IMPIANTI SPORTIVI DIVERSI;352785,38;273971,08;217386,92
1;6;1;1060301;U31610050;SPESE DI PERSONALE: REIMPIEGO DEL CONTRIBUTO REGIONALE PER ATTIVITA';0;0;0
1;6;2;1060302;U31650000;REIMPIEGO DEI PROVENTI DERIVANTI DA SPONSORIZZAZIONI DEGLI IMPIANTI;0;0;0
1;6;2;1060302;U31660000;ATTIVITA' SPORTIVE E RICREATIVE: SPESE DI FUNZIONAMENTO ECONOMALI E;2000;2000;2000
1;6;3;1060303;U31700000;PRESTAZIONI DI SERVIZI PER LA PROMOZIONE DI ATTIVITA' RICREATIVE E;61000;61000;61000
1;6;3;1060303;U31710000;REIMPIEGO DEI PROVENTI DERIVANTI DA SPONSORIZZAZIONI DEGLI IMPIANTI;0;0;0
1;6;3;1060303;U31750000;PRESTAZIONI DI SERVIZI PER ATTIVITA'SPORTIVE E RICREATIVE;1500;1500;1500
1;6;3;1060303;U31800000;REIMPIEGO DEL CONTRIBUTO DELLA REGIONE PER ATTIVITA' RICREATIVE,;16112;16112;16112
1;6;5;1060305;U31900000;CONTRIBUTI AL TIRO A SEGNO NAZIONALE;129,11;129,11;129,11
1;7;1;1070101;U32000000;SPESE DI PERSONALE;791000;788000;788000
1;7;1;1070101;U32000050;SPESE DI PERSONALE: REIMPIEGO DEL CONTRIBUTO DELLA REGIONE PER IL;0;0;0
1;7;1;1070101;U32000150;SPESE DI PERSONALE: REIMPIEGO DEL CONTRIBUTO DELL'UNIONE EUROPEA PER LA;0;0;0
1;7;3;1070103;U32100000;REIMPIEGO DEL CONTRIBUTO DELLA REGIONE TRAMITE LA PROVINCIA PER LA;0;0;0
1;7;3;1070103;U32110000;REIMPIEGO DEL CONTRIBUTO DELLA REGIONE PER IL SISTEMA INFORMATIVO;0;0;0
1;7;3;1070103;U32110050;REIMPIEGO DEL CONTRIBUTO REGIONALE (AVANZO VINCOLATO) PER IL SISTEMA;0;0;0
1;7;3;1070103;U32150000;REIMPIEGO DEL CONTRIBUTO DELL'UNIONE EUROPEA PER LA REALIZZAZIONE DEL;0;0;0
1;7;6;1070106;U32300000;INTERESSI PASSIVI - SERVIZI TURISTICI;0;0;0
1;7;2;1070202;U32450000;SPESE DI FUNZIONAMENTO ECONOMALI E ACQUISTO BENI DI CONSUMO PER LE;20000;20000;20000
1;7;3;1070203;U32500000;INIZIATIVE PER LO SVILUPPO E LA PROMOZIONE DEL TURISMO;82000;92000;92000
1;7;3;1070203;U32520000;ATTIVITA' PER LA PROMOZIONE DEL TURISMO: REIMPIEGO DI SPONSORIZZAZIONI;0;0;0
1;7;3;1070203;U32600000;REIMPIEGO DEL CONTRIBUTO REGIONALE TRAMITE LA PROVINCIA PER LA;0;0;0
1;7;3;1070203;U32650000;REIMPIEGO DELL'IMPOSTA DI SOGGIORNO PER ATTIVITA' NEL CAMPO DELLA;300000;300000;300000
1;7;3;1070203;U32700000;"REIMPIEGO DEL CONTRIBUTO DEI COMUNI ADERENTI AL CIRCUITO ""CITTA' D'ARTE";0;0;0
1;7;5;1070205;U32750000;CONTRIBUTI E TRASFERIMENTI PER INIZIATIVE VARIE A FAVORE DELLO SVILUPPO;40000;30000;30000
1;8;1;1080101;U32800000;SPESE DI PERSONALE;2489000;2492000;2492000
1;8;1;1080101;U32800050;SPESE DI PERSONALE: REIMPIEGO CONTRIBUTO DELLA COMMISSIONE EUROPEA,;0;0;0
1;8;1;1080101;U32800100;SPESE DI PERSONALE: REIMPIEGO CONTRIBUTO DELLA COMMISSIONE EUROPEA PER;0;0;0
1;8;2;1080102;U32900000;SPESE DI FUNZIONAMENTO ECONOMALI E ACQUISTO BENI DI CONSUMO PER I;21650;21650;21650
1;8;2;1080102;U32910000;REIMPIEGO CONTRIBUTO DELLA FONDAZIONE PER ACQUISTO BENI DI CONSUMO;0;0;0
1;8;3;1080103;U33300050;RECUPERO E RACCOLTA VEICOLI IN ATTUAZIONE DEL DECRETO DEL MINISTERO;45000;45000;45000
1;8;3;1080103;U33500000;MANUTENZIONE DELLA VIABILITA': PRESTAZIONI DI SERVIZI;1870212,18;1870212,18;1870212,18
1;8;3;1080103;U33500050;MANUTENZIONE DELLA VIABILITA': PRESTAZIONI DI SERVIZI;0;0;0
1;8;3;1080103;U33500100;MANUTENZIONE DELLA VIABILITA': REIMPIEGO DEI RIMBORSI DANNI CAUSATI DA;30000;30000;30000
1;8;3;1080103;U33700000;SERVIZI ED INTERVENTI INERENTI LA MOBILITA' E LA CIRCOLAZIONE;906950;1351950;1351950
1;8;3;1080103;U33700050;SERVIZI ED INTERVENTI INERENTI LA MOBILITA' E LA CIRCOLAZIONE: REIMPIEGO;0;0;0
1;8;3;1080103;U33700160;SERVIZI ED INTERVENTI STRAORDINARI INERENTI LA MOBILITA' E IL PGTU;0;0;0
1;8;3;1080103;U33710000;REIMPIEGO DEL CONTRIBUTO DELLA PRESIDENZA DEL CONSIGLIO DEI MINISTRI PER;0;0;0
1;8;3;1080103;U33720000;REIMPIEGO CONTRIBUTO DELLA COMMISSIONE EUROPEA PER IL PROGETTO;0;0;0
1;8;3;1080103;U33720100;REIMPIEGO CONTRIBUTO DELLA COMMISSIONE EUROPEA, TRAMITE L'ORGANIZZAZIONE;0;0;0
1;8;3;1080103;U33720150;REIMPIEGO CONTRIBUTO DELLA COMMISSIONE EUROPEA PER IL PROGETTO;167421,79;0;0
1;8;3;1080103;U33740000;REIMPIEGO DEI FONDI DELLA PRESIDENZA DEL CONSIGLIO DEI MINISTRI -;0;0;0
1;8;3;1080103;U33750000;GESTIONE E MANUTENZIONE ORDINARIA DEGLI IMPIANTI INFORMATICI SPECIALI;235000;235000;235000
1;8;3;1080103;U33760000;REIMPIEGO CONTRIBUTO DELLA REGIONE PER ATTIVITA' DI NATURA EDUCATIVA E;0;0;0
1;8;3;1080103;U33770000;REIMPIEGO CONTRIBUTO DELLA REGIONE PER LA REALIZZAZIONE DI UNA BANCA;0;0;0
1;8;3;1080103;U33800050;REIMPIEGO CONTRIBUTO DELLO STATO - MINISTERO DELL'AMBIENTE PER;0;0;0
1;8;3;1080103;U33800100;REIMPIEGO CONTRIBUTO DELLO STATO - MINISTERO DELL'AMBIENTE PER;0;0;0
1;8;3;1080103;U33800150;REIMPIEGO CONTRIBUTO DELLO STATO - MINISTERO DELL'AMBIENTE PER;0;0;0
1;8;3;1080103;U33800200;REIMPIEGO CONTRIBUTO DELLO STATO - MINISTERO DELL'AMBIENTE PER;0;0;0
1;8;3;1080103;U33850000;GESTIONE E MANUTENZIONE DEGLI APPARATI TECNOLOGICI RELATIVI ALLA;130000;0;0
1;8;3;1080103;U34200000;GESTIONE DEGLI IMPIANTI SEMAFORICI;945088,54;945088,54;945088,54
1;8;3;1080103;U34200050;MANUTENZIONE DEI SEMAFORI E RILEVATORI TRAFFICO: PRESTAZIONI DI SERVIZI;0;0;0
1;8;3;1080103;U34200100;IMPIANTI SEMAFORICI E RILEVATORI DEL TRAFFICO: RIPRISTINO STRUTTURE;30000;30000;30000
1;8;3;1080103;U34300000;SEGNALETICA STRADALE E RELATIVA MANUTENZIONE: PRESTAZIONI DI SERVIZI;1318152,79;1318152,79;1318152,79
1;8;3;1080103;U34300050;SEGNALETICA STRADALE E RELATIVA MANUTENZIONE: PRESTAZIONI DI SERVIZI;0;0;0
1;8;3;1080103;U34400000;RIMOZIONE DELLA NEVE;8411506;4411506;4411506
1;8;3;1080103;U34500050;PRESTAZIONI DI SERVIZI: ELABORATORI DI CONTROLLO DEL TRAFFICO E SEMAFORI;0;0;0
1;8;5;1080105;U34800050;TRASFERIMENTI: REIMPIEGO CONTRIBUTO DELLO STATO - MINISTERO;0;0;0
1;8;5;1080105;U34800100;TRASFERIMENTI: REIMPIEGO CONTRIBUTO DELLO STATO - MINISTERO;0;0;0
1;8;5;1080105;U34810000;QUOTE ASSOCIATIVE E CONTRIBUTI VARI INERENTI IL SISTEMA DELLA MOBILITA';4000;4000;4000
1;8;5;1080105;U34820000;REIMPIEGO DEL CONTRIBUTO DEL MINISTERO DELLE INFRASTRUTTURE PER IL;0;0;0
1;8;5;1080105;U34830000;REIMPIEGO DEL CONTRIBUTO DELLA PRESIDENZA DEL CONSIGLIO DEI MINISTRI PER;0;0;0
1;8;5;1080105;U34840000;REIMPIEGO CONTRIBUTO DELLA FONDAZIONE PER CONTRIBUTO ALL'AZIENDA USL PER;0;0;0
1;8;5;1080105;U34860000;"REIMPIEGO CONTRIBUTO DELLA COMMISSIONE EUROPEA PER IL PROGETTO ""CIVITAS";2313678,11;0;0
1;8;6;1080106;U35000000;INTERESSI PASSIVI - VIABILITA';3320399,76;3239611,93;3203481,77
1;8;1;1080201;U35200000;SPESE DI PERSONALE;272000;272000;272000
1;8;3;1080203;U35400000;MANUTENZIONE DELLA PUBBLICA ILLUMINAZIONE: PRESTAZIONI DI SERVIZI;0;0;0
1;8;3;1080203;U35500000;RIPRISTINO DI STRUTTURE CONCERNENTI GLI IMPIANTI DI ILLUMINAZIONE;30000;30000;30000
1;8;3;1080203;U35600000;GESTIONE DEI SERVIZI DI ILLUMINAZIONE PUBBLICA;6006974,06;5137900,06;5137900,06
1;8;3;1080203;U35600050;GESTIONE DEI SERVIZI DI ILLUMINAZIONE PUBBLICA: REIMPIEGO DI SOMME;0;0;0
1;8;3;1080203;U35700000;CONSUMO DI ENERGIA ELETTRICA (ILLUMINAZIONE PUBBLICA);260000;260000;260000
1;8;6;1080206;U35900000;INTERESSI PASSIVI - ILLUMINAZIONE PUBBLICA;259529,08;208457,29;172425,32
1;8;1;1080301;U36100000;SPESE DI PERSONALE;190000;190000;190000
1;8;3;1080303;U36250050;REIMPIEGO DEI CONTRIBUTI DELLO STATO A SOSTEGNO DEL TRASPORTO PUBBLICO;0;0;0
1;8;3;1080303;U36270000;REIMPIEGO DEL CONTRIBUTO DELLO STATO - MINISTERO DELL'AMBIENTE - PER;0;0;0
1;8;3;1080303;U36280000;REIMPIEGO DEL CONTRIBUTO DI TAV PER LA MODIFICA DEI PROGRAMMI DI;0;0;0
1;8;3;1080303;U36300000;GESTIONE DEL SERVIZIO TAXI E N.C.C.;27400;27400;27400
1;8;3;1080303;U36310000;REIMPIEGO DELLA QUOTA PARTE DEI PROVENTI DERIVANTI DAL RILASCIO A TITOLO;0;0;0
1;8;4;1080304;U36500000;FITTI DI IMMOBILI (TRASPORTI PUBBLICI LOCALI E SERVIZI CONNESSI);0;0;0
1;8;5;1080305;U36610000;PROGETTI INNOVATIVI DI MOBILITA'(TRASPORTI) - REIMPIEGO CONTRIBUTO DELLO;0;0;0
1;8;5;1080305;U36610100;REIMPIEGO DEL CONTRIBUTO DELLO STATO - MINISTERO DELL'AMBIENTE -;0;0;0
1;8;5;1080305;U36610150;REIMPIEGO CONTRIBUTO DELLO STATO - MINISTERO DELL'AMBIENTE - PER;0;0;0
1;8;5;1080305;U36620000;REIMPIEGO DELLA QUOTA PARTE DEI PROVENTI DERIVANTI DAL RILASCIO A TITOLO;0;0;0
1;8;5;1080305;U36620050;REIMPIEGO DELLA QUOTA PARTE DEI PROVENTI DERIVANTI DAL RILASCIO A TITOLO;0;0;0
1;8;5;1080305;U36620100;REIMPIEGO DEI PROVENTI DERIVANTI DALLA RIASSEGNAZIONE DI UNA LICENZA;0;0;0
1;8;5;1080305;U36650000;CONTRIBUTO A S.R.M. S.P.A. PER SERVIZI DI MOBILITA' SOSTEMIBILE;1950000;1350000;1350000
1;8;6;1080306;U36900000;INTERESSI PASSIVI - TRASPORTI PUBBLICI;281765,27;210465,7;162809,05
1;9;1;1090101;U37200000;SPESE DI PERSONALE;5701000;5478000;5478000
1;9;1;1090101;U37200050;SPESE DI PERSONALE: REIMPIEGO DEL CONTRIBUTO DELLO STATO - MINISTERO;0;0;0
1;9;1;1090101;U37200100;SPESE DI PERSONALE: REIMPIEGO DEL CONTRIBUTO DELLO STATO - MINISTERO;0;0;0
1;9;1;1090101;U37200200;SPESE DI PERSONALE: REIMPIEGO DEGLI IMPORTI DOVUTI A SEGUITO;0;0;0
1;9;1;1090101;U37200250;SPESE DI PERSONALE: REIMPIEGO CONTRIBUTO DELLE FONDAZIONI PER INTERVENTI;0;0;0
1;9;1;1090101;U37210000;FONDO INCENTIVANTE PER L'ATTIVITA' DI PIANIFICAZIONE E CONTROLLO DEL;0;0;0
1;9;1;1090101;U37210050;FONDO INCENTIVANTE PER L'ATTIVITA' DI PIANIFICAZIONE E CONTROLLO DEL;0;0;0
1;9;1;1090101;U37210100;FONDO INCENTIVANTE PER L'ATTIVITA' DI PIANIFICAZIONE E CONTROLLO DEL;0;0;0
1;9;1;1090101;U37210150;FONDO INCENTIVANTE PER L'ATTIVITA' DI PIANIFICAZIONE E CONTROLLO DEL;304308;304308;304308
1;9;1;1090101;U37210200;FONDO INCENTIVANTE PER L'ATTIVITA' DI PIANIFICAZIONE E CONTROLLO DEL;4682;4682;4682
1;9;2;1090102;U37300050;INTERVENTI PER LA RIQUALIFICAZIONE URBANA: ACQUISTO BENI DI CONSUMO;4750;4750;4750
1;9;2;1090102;U37300100;ACQUISTO BENI DI CONSUMO: URBANISTICA E GESTIONE DEL TERRITORIO;31500;31500;31500
1;9;2;1090102;U37300150;ACQUISTO DI BENI DI CONSUMO: REIMPIEGO DELLE SANZIONI DERIVANTI DALLA;0;0;0
1;9;2;1090102;U37300200;ACQUISTO BENI DI CONSUMO: REIMPIEGO ENTRATE DERIVANTI DAL RIMBORSO;0;0;0
1;9;3;1090103;U37500000;INTERVENTI DI DEMOLIZIONE DI OPERE ABUSIVE;0;0;0
1;9;3;1090103;U37600050;PRESTAZIONI DI SERVIZI: INTERVENTI INERENTI L'URBANISTICA, LA GESTIONE;74971;74971;74971
1;9;3;1090103;U37600100;INTERVENTI PER LA RIQUALIFICAZIONE URBANA: PRESTAZIONI DI SERVIZI;57609;57609;57609
1;9;3;1090103;U37600110;PRESTAZIONI DI SERVIZI: PIANO PARTICOLAREGGIATO LAZZARETTO;0;0;0
1;9;3;1090103;U37600150;PRESTAZIONI DI SERVIZI: REIMPIEGO ENTRATE DERIVANTI DAL RIMBORSO;100000;100000;100000
1;9;3;1090103;U37600200;PRESTAZIONI DI SERVIZI: REIMPIEGO DEI CONTRIBUTI DELLE FONDAZIONI PER;0;0;0
1;9;3;1090103;U37600210;PRESTAZIONI DI SERVIZI: REIMPIEGO DEI CONTRIBUTI DELLE FONDAZIONI PER;0;0;0
1;9;3;1090103;U37610000;REIMPIEGO DELLE SPONSORIZZAZIONI PER LA REALIZZAZIONE DELL'ESPOSIZIONE;0;0;0
1;9;3;1090103;U37650000;INTERVENTI DERIVANTI DALL'APPLICAZIONE DELLA NORMATIVA RELATIVA AL DANNO;300000;300000;300000
1;9;3;1090103;U37650050;INTERVENTI DERIVANTI DALL'APPLICAZIONE DELLA NORMATIVA RELATIVA AL DANNO;0;0;0
1;9;3;1090103;U37660000;INTERVENTI RELATIVI ALLA VIGILANZA E CONTROLLO DELL'ATTIVITA' EDILIZIA -;275000;275000;275000
1;9;3;1090103;U37660050;INTERVENTI RELATIVI ALLA VIGILANZA E CONTROLLO DELL'ATTIVITA' EDILIZIA;0;0;0
1;9;3;1090103;U37700050;"REALIZZAZIONE DEL PROGETTO ""RELEMCOM - GROW"" FINALIZZATO AL RECUPERO DEL";0;0;0
1;9;3;1090103;U37900000;SPESE ISTRUTTORIE: REIMPIEGO DEI PROVENTI DELLE ANTICIPAZIONI DEGLI;0;0;0
1;9;3;1090103;U37950050;SPESE ISTRUTTORIE: REIMPIEGO DIRITTI DI SEGRETERIA CONDONO EDILIZIO DI;0;0;0
1;9;3;1090103;U37950100;SPESE ISTRUTTORIE: REIMPIEGO AVANZO DERIVANTE DAI DIRITTI DI SEGRETERIA;0;0;0
1;9;3;1090103;U38010000;REIMPIEGO CONTRIBUTO DELLA REGIONE PER LA RIQUALIFICAZIONE DEGLI SPAZI;0;0;0
1;9;3;1090103;U38010050;REIMPIEGO CONTRIBUTO DELLA REGIONE PER LA RIQUALIFICAZIONE DEGLI SPAZI;0;0;0
1;9;3;1090103;U38150000;INTERVENTI URGENTI PER IL RIPRISTINO DELLE CONDIZIONI DI SICUREZZA DEL;0;0;0
1;9;3;1090103;U38200000;REIMPIEGO DEGLI IMPORTI DOVUTI A SEGUITO DELL'ATTIVITA' ESTRATTIVA;120000;120000;120000
1;9;4;1090104;U38300000;FITTI DI IMMOBILI (URBANISTICA E GESTIONE DEL TERRITORIO);0;0;0
1;9;5;1090105;U38500000;EROGAZIONI AD ASSOCIAZIONI, CENTRI DI STUDIO ED ISTITUTI;3170;3170;3170
1;9;5;1090105;U38500050;EROGAZIONI AD ASSOCIAZIONI, COMITATI E ISTITUTI;5000;5000;5000
1;9;5;1090105;U38510000;REIMPIEGO DEI CONTRIBUTI DELLE FONDAZIONI PER INTERVENTI INERENTI LA;0;0;0
1;9;5;1090105;U38600000;TRASFERIMENTO ALLA REGIONE DELLA QUOTA, AD ESSA DOVUTA, DEI PROVENTI IN;5000;5000;5000
1;9;5;1090105;U38700000;TRASFERIMENTO ALLA PROVINCIA DELLA QUOTA, AD ESSA DOVUTA, DEI PROVENTI;20000;20000;20000
1;9;6;1090106;U38800000;INTERESSI PASSIVI - URBANISTICA E GESTIONE DEL TERRITORIO;0;0;0
1;9;1;1090201;U39100000;SPESE DI PERSONALE;799000;804000;804000
